20250319 050300,19727.5,19730.5,19726,19728.75,133
20250319 050400,19728.75,19730.75,19727.75,19728.25,21
20250319 050500,19727.75,19729,19722,19728,125
20250319 050600,19729,19729,19725.5,19728,56
20250319 050700,19728.25,19734.25,19727.75,19732.75,53
20250319 050800,19733.25,19733.25,19730.5,19731.25,23
20250319 050900,19729,19729.25,19728.25,19729.25,22
20250319 051000,19730.25,19735,19730.25,19732,50
20250319 051100,19731,19735,19731,19733,36
20250319 051200,19733,19736,19733,19734.75,28
20250319 051300,19734,19734,19728,19728,45
20250319 051400,19730,19730,19726.25,19728.25,28
20250319 051500,19726.75,19730.5,19726,19729.75,56
20250319 051600,19730,19732,19729,19732,33
20250319 051700,19730.75,19734.25,19730.75,19731.75,33
20250319 051800,19730.25,19731.75,19729.5,19729.5,15
20250319 051900,19729.25,19730.5,19728.25,19729.25,28
20250319 052000,19729.25,19730.5,19728,19729.75,22
20250319 052100,19731,19731.25,19728.5,19730.75,30
20250319 052200,19729.5,19733,19729.5,19732.25,15
20250319 052300,19733,19733.25,19732,19733,10
20250319 052400,19732.75,19738.5,19732.75,19738,54
20250319 052500,19738.5,19740.5,19737.75,19738.5,37
20250319 052600,19740.25,19745.75,19740.25,19744.75,80
20250319 052700,19745.5,19747,19744.25,19747,62
20250319 052800,19745.75,19749.5,19745.25,19749.5,72
20250319 052900,19748.25,19749.25,19746.5,19746.5,29
20250319 053000,19746,19749.5,19746,19749,51
20250319 053100,19749.25,19753.5,19748,19752.25,75
20250319 053200,19752.25,19759.25,19751.75,19758.75,75
20250319 053300,19758.5,19758.5,19756.25,19757.25,56
20250319 053400,19757.75,19759,19757.25,19758,20
20250319 053500,19758.5,19762,19756.75,19757.25,79
20250319 053600,19758,19758.25,19752,19752,74
20250319 053700,19751.5,19752.5,19749.5,19750.25,56
20250319 053800,19750.25,19753.5,19749.5,19753.25,16
20250319 053900,19754,19756,19752.75,19755.75,62
20250319 054000,19756.5,19757,19753,19753,24
20250319 054100,19753,19753,19749.25,19750.5,88
20250319 054200,19750,19752,19748.5,19751.75,32
20250319 054300,19750,19752.75,19749.75,19752,17
20250319 054400,19751.75,19753.75,19751.25,19753.25,28
20250319 054500,19753,19754.5,19751.25,19752,52
20250319 054600,19751.75,19752.5,19750,19751,35
20250319 054700,19751.75,19751.75,19742,19742.75,125
20250319 054800,19742.25,19744.25,19742,19743.75,21
20250319 054900,19743.25,19743.25,19739,19739,26
20250319 055000,19740,19741.75,19740,19741,47
20250319 055100,19740.75,19740.75,19739,19739,41
20250319 055200,19738.5,19738.5,19736.25,19737.25,45
20250319 055300,19736.5,19736.75,19732.5,19733.25,43
20250319 055400,19734.5,19735.5,19734.25,19734.25,17
20250319 055500,19734,19734,19731.5,19732.25,20
20250319 055600,19733.25,19736.5,19732.25,19736.25,20
20250319 055700,19736.5,19737.25,19735.5,19736.25,22
20250319 055800,19735.5,19736,19735,19735,7
20250319 055900,19735.5,19738.5,19735.5,19738.25,47
20250319 060000,19737.25,19738.5,19736.25,19736.25,30
20250319 060100,19736,19737,19728.75,19731.75,78
20250319 060200,19732,19733.75,19730.75,19732.75,36
20250319 060300,19733.5,19737.25,19731,19735.25,35
20250319 060400,19734.25,19741,19733.75,19740.5,62
20250319 060500,19740.75,19741.75,19737,19737,34
20250319 060600,19735.75,19736.5,19731.75,19733,53
20250319 060700,19734,19736,19733.25,19736,23
20250319 060800,19735.75,19736.25,19735.25,19735.75,9
20250319 060900,19737.25,19738.75,19736,19737.5,21
20250319 061000,19737.5,19738.75,19736.75,19738,10
20250319 061100,19737.5,19737.5,19734.25,19736.25,37
20250319 061200,19735,19735,19731.25,19732,25
20250319 061300,19732.25,19733,19725,19727,83
20250319 061400,19726.75,19728,19726,19726,27
20250319 061500,19726,19727.25,19724.25,19726.25,38
20250319 061600,19727.5,19728.25,19722.75,19724.75,49
20250319 061700,19725.75,19727.25,19723.5,19727,25
20250319 061800,19727.25,19727.5,19724,19725,27
20250319 061900,19726.25,19729.25,19725.75,19728,50
20250319 062000,19727.25,19729.5,19726,19726,50
20250319 062100,19725,19734,19725,19732.5,72
20250319 062200,19733,19735.75,19732.5,19734.75,59
20250319 062300,19734.75,19735.75,19732,19732,105
20250319 062400,19732.75,19733.5,19731,19731.5,47
20250319 062500,19730.5,19736,19730.5,19733.75,52
20250319 062600,19733,19733.25,19727.75,19728.75,71
20250319 062700,19731.75,19733.25,19731,19731,33
20250319 062800,19731.75,19732.25,19730,19730,6
20250319 062900,19729.75,19736,19729.75,19735.75,53
20250319 063000,19734,19735.25,19717.75,19718.25,232
20250319 063100,19718.25,19725.75,19716.75,19724.5,89
20250319 063200,19725.25,19731,19724.25,19730.5,37
20250319 063300,19730.5,19732.75,19729.25,19732.75,51
20250319 063400,19732.25,19737.5,19732.25,19737.5,41
20250319 063500,19737.5,19741.25,19736,19740.25,73
20250319 063600,19741.25,19744,19740,19742.5,61
20250319 063700,19741.75,19743,19738.25,19739.25,24
20250319 063800,19738.25,19738.25,19735.25,19736.25,36
20250319 063900,19735.25,19736,19734,19735,44
20250319 064000,19735,19739.25,19734.5,19738.5,65
20250319 064100,19738.5,19738.5,19731.75,19732.5,31
20250319 064200,19733,19733.25,19730.25,19732.25,36
20250319 064300,19731.75,19736.75,19731,19736.25,24
20250319 064400,19736.25,19738,19736,19736.75,20
20250319 064500,19736.75,19740.25,19734.25,19739,45
20250319 064600,19739.5,19740.75,19738.5,19738.5,50
20250319 064700,19740,19742,19739.5,19739.5,26
20250319 064800,19738.25,19739.75,19738.25,19738.25,12
20250319 064900,19737.75,19738.25,19732.5,19733.25,35
20250319 065000,19735,19735.25,19734,19734,16
20250319 065100,19734.25,19735.5,19729.25,19730.5,35
20250319 065200,19730.5,19730.75,19726.5,19730.75,79
20250319 065300,19731,19738,19729.25,19737,48
20250319 065400,19737.75,19738.5,19736.5,19736.5,18
20250319 065500,19736.75,19738.75,19736.75,19738.5,6
20250319 065600,19738,19738.75,19736.75,19738.25,9
20250319 065700,19738.75,19739.5,19736.75,19736.75,8
20250319 065800,19738.75,19738.75,19736,19737,7
20250319 065900,19736,19739,19736,19738,35
20250319 070000,19738.75,19738.75,19726.25,19733.5,133
20250319 070100,19733.75,19734.25,19721.75,19722.75,93
20250319 070200,19720.25,19721,19714.25,19715.25,202
20250319 070300,19715.5,19721,19715,19717.5,84
20250319 070400,19717.5,19721.75,19716,19719.25,77
20250319 070500,19719.75,19719.75,19715.5,19716.5,77
20250319 070600,19717.5,19717.75,19708,19710.5,141
20250319 070700,19711.25,19711.75,19705.25,19707,106
20250319 070800,19707.5,19712.25,19707.5,19708,127
20250319 070900,19708,19709.5,19704,19705.25,86
20250319 071000,19706,19709.75,19704,19708.25,107
20250319 071100,19708.75,19714,19708.25,19713.75,83
20250319 071200,19713.25,19714.75,19710.25,19713.5,62
20250319 071300,19713.25,19713.25,19697,19698.25,132
20250319 071400,19698.75,19699.5,19694.5,19696.75,112
20250319 071500,19696.5,19707.5,19696,19706.25,105
20250319 071600,19707,19715,19704.75,19713,115
20250319 071700,19713.25,19716.5,19708.75,19710.5,118
20250319 071800,19709.25,19717.25,19707.25,19715,91
20250319 071900,19713.25,19720.5,19712.75,19720.5,46
20250319 072000,19719.75,19724.5,19717.5,19717.5,117
20250319 072100,19718.25,19718.25,19713.75,19714.25,69
20250319 072200,19714.25,19714.25,19708.25,19711.25,86
20250319 072300,19711,19717.5,19708,19717,68
20250319 072400,19716.5,19719.5,19715.75,19717.25,79
20250319 072500,19717.25,19723.25,19717.25,19722.75,63
20250319 072600,19723.25,19726,19723.25,19725,53
20250319 072700,19726.25,19726.75,19723.25,19723.25,46
20250319 072800,19723.5,19727,19723.25,19727,31
20250319 072900,19726.5,19727,19718.5,19722.5,68
20250319 073000,19723.25,19725.75,19715,19724.5,136
20250319 073100,19724.25,19726,19721.5,19722.25,42
20250319 073200,19723.75,19726,19720.25,19721.75,53
20250319 073300,19721,19721.25,19714.25,19719.75,94
20250319 073400,19719.5,19719.75,19713.25,19714.25,65
20250319 073500,19714.5,19715.5,19708.5,19711.5,82
20250319 073600,19711.5,19712.25,19699.5,19700,109
20250319 073700,19699.75,19699.75,19684,19687.25,313
20250319 073800,19686,19694,19686,19692.5,120
20250319 073900,19693,19697,19681.5,19685,172
20250319 074000,19685.25,19689.5,19682.75,19683.5,106
20250319 074100,19682.5,19683.75,19672.25,19672.75,185
20250319 074200,19673,19681,19671.5,19676.5,150
20250319 074300,19676.25,19676.25,19664.75,19666.75,242
20250319 074400,19666.25,19672.25,19660,19670.75,252
20250319 074500,19669.75,19671.5,19663,19663,141
20250319 074600,19664.25,19673.5,19663.5,19673.5,164
20250319 074700,19673.5,19673.5,19665,19667.5,142
20250319 074800,19666.75,19674.75,19660,19672.25,207
20250319 074900,19674,19684.25,19672.75,19682,221
20250319 075000,19681.75,19688.25,19681.75,19687.75,115
20250319 075100,19687.75,19690.75,19677.75,19681.25,171
20250319 075200,19680.75,19683.5,19677,19679.5,141
20250319 075300,19679.75,19680,19672.5,19674.75,107
20250319 075400,19676,19680.75,19674,19678.75,70
20250319 075500,19678.25,19679.25,19667.25,19669.75,176
20250319 075600,19668.25,19679.5,19668.25,19675.5,143
20250319 075700,19674,19675.75,19670.5,19675.75,111
20250319 075800,19674.25,19674.25,19663.25,19670.25,161
20250319 075900,19668.25,19674.5,19667.75,19673.75,75
20250319 080000,19673.75,19698,19671.75,19694,648
20250319 080100,19694,19700,19691,19692.25,235
20250319 080200,19691,19697.25,19688.75,19696,206
20250319 080300,19697,19699.75,19692.25,19692.25,124
20250319 080400,19691.75,19697.5,19690,19692.5,173
20250319 080500,19692,19701.5,19686.5,19700.75,165
20250319 080600,19701.75,19703.25,19688,19693.5,237
20250319 080700,19693.75,19707.5,19692.25,19705.25,180
20250319 080800,19703.75,19708.75,19702,19707.75,150
20250319 080900,19705.25,19717.75,19703.75,19714.5,215
20250319 081000,19715,19716,19702.75,19702.75,204
20250319 081100,19702.25,19707.5,19697.75,19700.75,175
20250319 081200,19699,19701.5,19693.75,19696.5,91
20250319 081300,19697.25,19701.75,19693.25,19697.25,109
20250319 081400,19698.25,19708.75,19698.25,19707.75,140
20250319 081500,19708.5,19709,19692,19694,245
20250319 081600,19695,19699,19687.5,19699,108
20250319 081700,19698.75,19701,19695.5,19698.5,83
20250319 081800,19697.75,19700.25,19691,19695,94
20250319 081900,19694.75,19703.5,19694.75,19703.5,117
20250319 082000,19701,19705.5,19700,19703.75,60
20250319 082100,19702.5,19707.5,19700.5,19706.25,90
20250319 082200,19706.75,19709,19704.5,19706.5,64
20250319 082300,19707.5,19714.75,19707.5,19711,155
20250319 082400,19711.25,19712.25,19705.75,19706.25,66
20250319 082500,19707.25,19709.75,19703,19706.5,91
20250319 082600,19706.5,19713.5,19706,19710,122
20250319 082700,19709.5,19709.75,19706.5,19706.5,70
20250319 082800,19706.25,19715.5,19704.5,19715.25,151
20250319 082900,19716,19724,19714.75,19720.75,236
20250319 083000,19721.5,19723.25,19716.75,19721,165
20250319 083100,19720.25,19726,19719,19720.75,167
20250319 083200,19721,19729.25,19719,19726.75,248
20250319 083300,19727.75,19733.25,19727.75,19733.25,144
20250319 083400,19732.25,19742.75,19732.25,19742.75,201
20250319 083500,19742.25,19745.5,19740.25,19745.5,179
20250319 083600,19745,19746,19740,19742,133
20250319 083700,19743.25,19745,19741,19744.5,60
20250319 083800,19743.5,19746,19741.25,19745.25,171
20250319 083900,19744.5,19746.5,19738,19738.75,99
20250319 084000,19740.25,19740.5,19731.5,19732.5,216
20250319 084100,19731.5,19735.25,19729,19732.5,116
20250319 084200,19732.5,19733,19727.75,19727.75,56
20250319 084300,19726.75,19729,19723.5,19727,109
20250319 084400,19725.5,19730.75,19725.5,19728.75,88
20250319 084500,19728.75,19728.75,19721,19724,161
20250319 084600,19723.25,19733.75,19721.75,19732.25,144
20250319 084700,19732,19734,19731,19733.25,36
20250319 084800,19733.25,19736.75,19731,19733.25,122
20250319 084900,19732.5,19737.5,19731.75,19736.75,68
20250319 085000,19736.25,19738.75,19734.5,19735.75,122
20250319 085100,19734.5,19734.5,19725,19725.25,96
20250319 085200,19725,19727,19720.75,19725.25,259
20250319 085300,19725.5,19730.5,19721.5,19723.5,181
20250319 085400,19724.5,19731.25,19723.75,19731.25,55
20250319 085500,19730.25,19732,19724.75,19724.75,45
20250319 085600,19724,19726.75,19721.75,19723,45
20250319 085700,19722.75,19728,19722.75,19723.25,69
20250319 085800,19723.75,19729,19722.75,19726.5,52
20250319 085900,19726.75,19730,19721.5,19721.5,103
20250319 090000,19721,19724,19712,19717.25,360
20250319 090100,19717,19721.75,19714.5,19714.5,191
20250319 090200,19714.25,19714.25,19709.5,19711.25,91
20250319 090300,19710.5,19720.5,19710,19713.5,94
20250319 090400,19713.75,19724,19712.75,19717.5,155
20250319 090500,19716.5,19724.25,19713.5,19722.25,145
20250319 090600,19722.75,19724.75,19717.25,19722.5,136
20250319 090700,19723,19731.75,19721.75,19726.75,161
20250319 090800,19726.75,19733.25,19726.25,19726.25,175
20250319 090900,19727.25,19732,19724.25,19732,93
20250319 091000,19731.25,19733,19729.75,19731.25,87
20250319 091100,19731,19738,19725.5,19726.75,230
20250319 091200,19726.25,19726.25,19713.5,19715.75,160
20250319 091300,19716.25,19718.5,19709.5,19709.5,172
20250319 091400,19710,19713,19705.75,19707,137
20250319 091500,19705.75,19710.75,19705.5,19706.25,114
20250319 091600,19707.25,19715.25,19707.25,19708.75,53
20250319 091700,19709.75,19716.25,19709.75,19713.25,49
20250319 091800,19713.5,19716.5,19707.75,19714.75,238
20250319 091900,19714.75,19718.75,19712.25,19714.75,159
20250319 092000,19714.25,19720.5,19714.25,19718,76
20250319 092100,19718.25,19724,19716.75,19724,101
20250319 092200,19724,19725.5,19718.75,19721.75,146
20250319 092300,19720.5,19725.5,19717.5,19723,94
20250319 092400,19724,19731.5,19722.75,19730,142
20250319 092500,19729,19737.5,19728.75,19737.5,138
20250319 092600,19737,19740.5,19733,19738.25,109
20250319 092700,19737,19738.75,19734.5,19738.75,49
20250319 092800,19740,19743.5,19735.5,19741.5,121
20250319 092900,19741.75,19745.25,19740,19741.5,101
20250319 093000,19741.5,19742,19737.75,19738.5,81
20250319 093100,19739,19749,19736.75,19749,159
20250319 093200,19748.5,19756,19748.5,19753.5,243
20250319 093300,19753.5,19756.5,19751,19751.25,122
20250319 093400,19751,19751,19746,19748.25,129
20250319 093500,19748,19754.75,19747,19753,61
20250319 093600,19752.25,19755,19747,19753.5,95
20250319 093700,19753.5,19756.25,19751.5,19753.75,70
20250319 093800,19754,19758.75,19753.75,19755.75,116
20250319 093900,19753.75,19755.5,19751.25,19754.25,55
20250319 094000,19755,19755.5,19752.75,19754.25,23
20250319 094100,19754.5,19756.75,19747.25,19751,108
20250319 094200,19750.25,19755,19749.25,19752.5,81
20250319 094300,19752.5,19759.5,19751.75,19758,66
20250319 094400,19758,19758,19753.25,19756.25,54
20250319 094500,19755.75,19757,19750.75,19754.25,57
20250319 094600,19754.25,19757,19753.5,19753.75,59
20250319 094700,19753.75,19758.75,19752.25,19752.75,78
20250319 094800,19751.75,19753.25,19748.75,19751.75,133
20250319 094900,19751.25,19759.75,19750.25,19759.25,90
20250319 095000,19759.25,19759.25,19756,19757,52
20250319 095100,19757.75,19760.75,19755,19758,114
20250319 095200,19757.75,19762.75,19755.5,19762.5,214
20250319 095300,19762,19764.25,19759.5,19761,194
20250319 095400,19760.75,19766.25,19758,19765.5,202
20250319 095500,19765.5,19765.5,19760,19760,78
20250319 095600,19759,19760,19755.75,19757.5,50
20250319 095700,19757.25,19767,19757,19763.5,187
20250319 095800,19763.25,19766.75,19757.75,19759,150
20250319 095900,19758.75,19765.5,19758,19764.25,99
20250319 100000,19763,19771.5,19762.5,19767,222
20250319 100100,19767.5,19775,19766.5,19774.25,224
20250319 100200,19774.5,19779.75,19773.25,19779,167
20250319 100300,19778.5,19781.5,19776.25,19779.75,209
20250319 100400,19780.25,19782.75,19777.25,19778.5,200
20250319 100500,19778.25,19778.25,19774,19776.5,148
20250319 100600,19776.25,19779.75,19766.5,19767.75,269
20250319 100700,19768.25,19774.25,19763.5,19772.25,259
20250319 100800,19773.5,19773.5,19767,19770.5,80
20250319 100900,19771,19771,19763.75,19765.25,111
20250319 101000,19766,19769,19762,19768,240
20250319 101100,19769,19773.25,19768,19769,139
20250319 101200,19769.75,19773.25,19765.75,19767,116
20250319 101300,19766.75,19773,19766.75,19770,128
20250319 101400,19770,19774,19767.5,19771.5,176
20250319 101500,19771,19772.75,19768,19772,65
20250319 101600,19774,19774.25,19763.5,19763.75,90
20250319 101700,19765,19770,19761,19769.25,157
20250319 101800,19768.75,19770.5,19766.25,19770,49
20250319 101900,19770.75,19770.75,19766.75,19770,32
20250319 102000,19769.75,19770.75,19765.5,19767.5,60
20250319 102100,19768.5,19771.5,19768.5,19769,31
20250319 102200,19769,19770,19766.25,19768.25,39
20250319 102300,19769,19770.25,19765,19765,26
20250319 102400,19767,19767.5,19762.5,19765.25,38
20250319 102500,19764.75,19767.5,19757.75,19761.25,132
20250319 102600,19760.5,19762.75,19758.25,19758.25,52
20250319 102700,19758,19769.25,19758,19769.25,83
20250319 102800,19768.5,19770.5,19765.25,19770.5,59
20250319 102900,19770.25,19773,19770.25,19772.5,55
20250319 103000,19772,19773.25,19769.25,19773,77
20250319 103100,19773.5,19785,19773.5,19782.25,261
20250319 103200,19782,19785,19779.25,19781.5,115
20250319 103300,19781.5,19781.5,19771.5,19771.5,121
20250319 103400,19772.75,19775,19771.5,19773.75,71
20250319 103500,19773,19776,19769.5,19769.5,138
20250319 103600,19770,19775.25,19767,19772.5,240
20250319 103700,19772.5,19774.5,19769,19771.75,169
20250319 103800,19773,19773,19765,19766.75,90
20250319 103900,19767.5,19769,19763.25,19767,96
20250319 104000,19767.25,19767.25,19760.75,19761.75,130
20250319 104100,19763.25,19763.25,19758.5,19759,77
20250319 104200,19758.5,19764.25,19758,19758.25,122
20250319 104300,19758,19762.5,19756,19759.75,96
20250319 104400,19759.25,19764,19756.75,19758,111
20250319 104500,19758.5,19764.75,19758,19760.75,139
20250319 104600,19761,19761.5,19754,19757.75,68
20250319 104700,19757.75,19764,19757.25,19764,82
20250319 104800,19764,19764.5,19759,19762,31
20250319 104900,19760.75,19762.5,19759.75,19760.5,31
20250319 105000,19761.25,19761.25,19756.25,19756.75,41
20250319 105100,19758.5,19761,19755.25,19757.25,72
20250319 105200,19758.75,19760.75,19756.25,19757.25,35
20250319 105300,19758,19758.75,19751.5,19753,99
20250319 105400,19755,19755.5,19753,19754.5,67
20250319 105500,19755.5,19755.5,19751,19753.25,58
20250319 105600,19753.5,19760,19753.25,19758.5,64
20250319 105700,19757.75,19758.25,19751.5,19751.75,84
20250319 105800,19751.75,19756.75,19748.5,19755.5,240
20250319 105900,19756.25,19759,19755.75,19758,58
20250319 110000,19758,19763,19755.25,19762,101
20250319 110100,19761.25,19762.5,19754.5,19756.25,136
20250319 110200,19754.25,19757.5,19752.75,19756.5,69
20250319 110300,19756.75,19759.5,19754.75,19755,67
20250319 110400,19756.25,19762,19753.5,19759.5,149
20250319 110500,19761.5,19762.25,19759.75,19760.5,50
20250319 110600,19760.75,19764,19760,19762.75,58
20250319 110700,19763,19764.5,19761.5,19762.5,79
20250319 110800,19761.75,19763,19760.25,19761.25,48
20250319 110900,19762,19763.75,19758.5,19763.5,38
20250319 111000,19764.25,19770.25,19761,19768,119
20250319 111100,19768.5,19775.25,19768.5,19771.25,131
20250319 111200,19771,19773.25,19768,19773.25,90
20250319 111300,19772.5,19776.75,19772.5,19775,91
20250319 111400,19775,19776.5,19774,19776.5,55
20250319 111500,19775.75,19776.5,19770.25,19771,74
20250319 111600,19770,19772.75,19767,19768,101
20250319 111700,19767.75,19768.75,19764,19768.5,90
20250319 111800,19768,19770.5,19764,19768.5,81
20250319 111900,19769,19774.25,19768.25,19770.25,95
20250319 112000,19770.25,19770.75,19767.5,19769,79
20250319 112100,19770,19770,19764.25,19764.5,57
20250319 112200,19763.75,19769,19762.5,19768.5,41
20250319 112300,19768.5,19772.25,19768.25,19772,69
20250319 112400,19770.75,19775.5,19770,19773,124
20250319 112500,19772.75,19779.75,19772.25,19775.5,125
20250319 112600,19775.75,19778.75,19774.75,19776,58
20250319 112700,19776.25,19777.5,19773.5,19774,37
20250319 112800,19773.5,19773.5,19768.75,19771,146
20250319 112900,19770.25,19773.5,19768.25,19772,57
20250319 113000,19771.5,19771.5,19768.25,19770.25,46
20250319 113100,19770.75,19770.75,19767.25,19767.25,48
20250319 113200,19766.75,19771.75,19766.25,19768.5,83
20250319 113300,19768.75,19769,19766.25,19766.5,137
20250319 113400,19767,19771.5,19767,19769.75,69
20250319 113500,19770.75,19771.5,19767,19767.5,138
20250319 113600,19767.5,19775.25,19767.5,19771.5,71
20250319 113700,19772,19777.25,19770,19774.5,95
20250319 113800,19775.75,19776.25,19772.25,19773.25,92
20250319 113900,19773,19780.5,19772.5,19779.25,152
20250319 114000,19778.25,19780.25,19776.75,19778,90
20250319 114100,19778.25,19779.75,19777.25,19779.25,53
20250319 114200,19779.5,19780.5,19776,19777.25,113
20250319 114300,19777,19784.5,19775.75,19782.5,268
20250319 114400,19782.75,19789.75,19782.75,19787.25,231
20250319 114500,19786.75,19788.75,19777.75,19778.5,167
20250319 114600,19778.5,19783.25,19778.25,19779.75,156
20250319 114700,19779.75,19785.5,19773.25,19784.5,191
20250319 114800,19784.5,19789.5,19783,19786.5,216
20250319 114900,19786,19788,19780.75,19781.5,142
20250319 115000,19780.75,19783.5,19776,19782,126
20250319 115100,19783,19784.25,19780.25,19783.75,80
20250319 115200,19783.75,19786,19782.5,19782.5,77
20250319 115300,19785,19785.75,19780.25,19781,87
20250319 115400,19781,19783,19777.25,19778.75,100
20250319 115500,19778,19780.5,19776.25,19779.25,70
20250319 115600,19780,19780.5,19748,19756.25,1655
20250319 115700,19756,19779.5,19748.25,19774.25,949
20250319 115800,19775,19783.25,19773.25,19781,651
20250319 115900,19781.75,19782.25,19773,19773.25,229
20250319 120000,19772.5,19783.75,19771.5,19776.75,210
20250319 120100,19776.5,19779.75,19767.75,19769.5,194
20250319 120200,19768,19773.25,19761.25,19773.25,174
20250319 120300,19773.5,19773.5,19765,19765,85
20250319 120400,19764.25,19767.25,19761,19767,103
20250319 120500,19766,19771,19765.25,19770,65
20250319 120600,19769.5,19777.75,19767,19772.25,168
20250319 120700,19772,19772,19763.5,19764,99
20250319 120800,19763.5,19770.5,19761.75,19765.75,153
20250319 120900,19766,19770.25,19765.5,19766.25,52
20250319 121000,19766.5,19773,19766.5,19770.25,152
20250319 121100,19770.25,19778.5,19770,19772.25,190
20250319 121200,19772.5,19772.5,19765,19769.75,73
20250319 121300,19770,19773.75,19770,19772.5,179
20250319 121400,19772.75,19773.25,19765.75,19769.25,109
20250319 121500,19769,19777.75,19768.75,19777.5,105
20250319 121600,19777,19782.75,19776,19780,96
20250319 121700,19780,19780.25,19776.5,19776.5,118
20250319 121800,19775.75,19776.25,19767,19767.5,148
20250319 121900,19767.75,19769.25,19761.5,19764.25,171
20250319 122000,19763.5,19765.75,19758.25,19761,164
20250319 122100,19761.5,19767.25,19760.75,19763,138
20250319 122200,19763.5,19765.5,19759.25,19761,95
20250319 122300,19761.75,19762,19756.25,19758.5,137
20250319 122400,19758.75,19759.5,19752.75,19756,176
20250319 122500,19756.75,19759.25,19754.5,19755.5,77
20250319 122600,19755.25,19769.75,19754.5,19759,660
20250319 122700,19759,19759.25,19755.75,19757.25,74
20250319 122800,19756.75,19757.25,19749,19752.5,209
20250319 122900,19752.75,19755.25,19749.75,19755,104
20250319 123000,19755.25,19758.25,19744,19748,250
20250319 123100,19747,19753,19745.5,19749.25,144
20250319 123200,19749.5,19751.25,19744,19745,219
20250319 123300,19745.75,19759,19745.25,19757.25,188
20250319 123400,19758.25,19760.75,19757.75,19759,82
20250319 123500,19760.25,19761.5,19754.5,19758,129
20250319 123600,19758.25,19759.25,19754.75,19758,87
20250319 123700,19756.75,19759.25,19755.75,19756.5,108
20250319 123800,19756.5,19756.75,19750.25,19750.25,101
20250319 123900,19750,19754,19747,19748.75,130
20250319 124000,19748.75,19751.25,19744.5,19745.75,110
20250319 124100,19744.5,19746,19742.5,19745.5,188
20250319 124200,19745,19754.75,19744.75,19754.25,184
20250319 124300,19754,19756.5,19752.75,19754.25,152
